"restaurant_name","city","state","zip","lat","long"
"Strictly Vegetarian Restaurant","Brooklyn","NV","11226",NA,NA
"Lotus Vegetarian","Chantilly","VA","20151",38.894264,-77.42449
"Kim's Vegetarian Emporium","Philadelphia","PA","19143",NA,NA
"Loving Vegan","Albuquerque","NM","87120",35.143906,-106.69472
"Loving Heart Pure Vegan Cafe","Chicago","IL","60613",NA,NA
"Lotus Vegetarian","Renton","WA","98056",NA,NA
"Maggies Vegetarian Café","Lincoln","NE","68508",NA,NA
"Vegan Haven","Seattle","WA","98105",NA,NA
"Vegan Cafe","Lockport","IL","60441",NA,NA
"Zen Vegetarian Restaurant","","","92683",NA,NA
"Mama's Vegetarian","","","19103",NA,NA
"My Thai Vegan Cafe","","","02111",NA,NA
"Vegan House","Los Angeles","CA","90028",NA,NA
"Grasshopper Vegan Restaurant","Allston","MA","02134",42.3536,-71.13738
"Maoz Vegetarian","Miami Beach","FL","33139",NA,NA
"The Garden of Vegan","Delray Beach","FL","33483",NA,NA
"Blue Sage Vegetarian Grille","Southampton","PA","18966",40.175746,-75.043152
"Harmony Vegetarian Chinese Restaurant","","","30341",NA,NA
"New Harmony Vegetarian Restaurant","Philadelphia","PA","19107",39.9544025,-75.1543954
"Elovate Vegan Kitchen Juicery","Santa Monica","CA","90401",34.009445,-118.492584
"Pizza Pro","Thomasville","AL","36784",31.91364,-87.741084
"Surf City Squeeze","Brooklyn","NY","11235",40.5866842,-73.9658621
"Cafe Agri","Minneapolis","MN","55409",44.924803,-93.29103
"Domino's Pizza","Monroe","LA","71291",32.516407,-92.18358
"Pizza Prima","Mashpee","MA","02649",NA,NA
"Jet's Pizza","Brevard","NC","28712",35.2370349,-82.7195565
"Famous Dave's - Plymouth","Plymouth","MN","55441",44.98953,-93.425628
"Taim","Manhattan","NY","10012",40.722087,-73.99608
"Mike's Cafe Grille - Closed","Lake City","FL","32025",30.175528,-82.68513
"River City Bagel","Mason City","IA","50401",NA,NA
"5 Buck Pizza","American Fork","UT","84003",40.372645,-111.786213
"Sizzler","Provo","UT","84606",40.2175288,-111.6372781
"Dorota's Delicatessen - Portage Park/dunning - Chicago","Chicago","IL","60630",41.967563,-87.773757
"Jw Finz - Closed","Orange Beach","AL","36561",30.275387,-87.569145
"Mr Wonton","Brooklyn","NY","11215",40.6734053,-73.9915368
"Little Lads' Bakery","Corinth","ME","04427",45.003742,-69.02368
"West Coast Pizza","Shelby","OH","44875",40.881538,-82.662892
"Rice Contemporary Asian Cuisine","Eagle Idaho","ID","83616",43.693412,-116.352297
"Chaupaati","Pineville","NC","28134",35.08753,-80.87178
"Heart of Sedona Coffee - Closed","Sedona","AZ","86336",34.86282,-111.78468
"Pizza Inn","Keithville","LA","71047",32.311863,-93.95153
"Planet Smoothie","Doylestown","PA","18901",40.3121337,-75.1258451
"Peace O' Pie","Allston","MA","02134",42.353697,-71.137169
"Genmai Cafe","Philadelphia","PA","19123",39.9688426,-75.1416981
"Grandys Fort Myers Fl - Hours Reviews & More","Fort Myers","FL","33901",26.603996,-81.861298
"Casa Brava","Bloomington","IN","47401",39.164239,-86.48947
"Rimon","Great Neck","NY","11021",40.78725,-73.7281
"Fajita Grill","Pittsburgh","PA","15232",40.45734,-79.92898
"Fox's Pizza Den","Indiana","PA","15701",40.667164,-79.132271
"Norah's Irie","Long Branch","NJ","07740",40.29487,-73.99844
"Simple Simon's Pizza","Fredonia","KS","66736",NA,NA
"Rhythm Spice Island Grill","Somerset","NJ","07067",40.494778,-74.46346
"Pizza Bellagio","Pittsburgh","PA","15213",40.452258,-79.9522739
"Harrison's","Tipp City","OH","45371",39.96126,-84.17085
"","Salt Lake City","UT","84111",40.769369,-111.877066
"Planet Smoothie","Pinellas Park","FL","33781",NA,NA
"Qdoba Mexican Grill","Lynnwood","WA","98037",NA,NA
"Lone Star Steakhouse & Saloon","Northglenn","CO","80233",39.914337,-104.986677
"Sweet Tomatoes","Midvale","UT","84047",40.61565,-111.85883
"Natural Chicken Grill","Miami","FL","33144",25.853826,-80.179656
"Jet's Pizza Belleville Mi - Hours Reviews & More","Belleville","MI","48111",42.206921,-83.488571
"On The Fly - University District - Columbus","Columbus","OH","43201",39.990293,-83.012883
"Quiznos - Rogers Park/west Ridge - Lincolnwood","Lincolnwood","IL","60712",42.0117,-87.7125
"Neel Kamal Fine Indian Cuisine","Buena Park","CA","90620",33.846702,-118.028416
"Corner Bakery Cafe","Round Rock","TX","78681",30.507963,-97.68691
"Chipotle Mexican Grill","Aurora","CO","80010",NA,NA
"Tk's Pizza","Saint Robert","MO","65584",NA,NA
"Borey's Pizzeria","Fitchburg","MA","01420",NA,NA
"Copper Country Rendezvous","Globe","AZ","85501",33.397335,-110.78804
"Chick-fil-a Cedar Hill","Cedar Hill","TX","75104",32.593376,-96.937996
"Your Personal Chef!","Passaic","NJ","07055",40.8539809,-74.1323296
"Fresh Start Market & Deli","Shelton","WA","98584",47.276238,-122.966442
"Dyon's","Ellsworth","ME","04605",44.532547,-68.402435
"Sonny's Real Pit Bar-b-q (closed)","Hiram","GA","30141",33.89,-84.75
"Pei Wei","Austin","TX","78750",30.450766,-97.785479
"Simple Simon's Pizza","Springer","NM","87747",36.364852,-104.59575
"Western Sizzlin Steakhouse","Malvern","AR","72104",NA,NA
"Heinz Bakery","Westminster","MD","21157",39.5762423,-76.9970937
"Fazoli's","Owensboro","KY","42301",NA,NA
"Whole Foods Trading - Closed","Cody","WY","82414",44.525448,-109.06166
"Mr Gatti's Pizza","Lexington","KY","40503",NA,NA
"Black Angus Steakhouse","Buffalo","NY","14221",42.972914,-78.696926
"Finagle A Bagel","Charlestown","MA","02129",42.374958,-71.05395
"Noodles & Co","Milwaukee","WI","53217",43.104703,-87.9168873
"Rubio's","Temecula","CA","92592",33.481504,-117.09714
"Fazoli's","Christiansburg","VA","24073",37.162161,-80.421502
"Du-par's","Granada Hills","CA","91344",34.264902,-118.523711
"Daphne's Greek Cafe","Camarillo","CA","93010",34.2342,-119.036
"Penn Station East Coast Subs","Cincinnati","OH","45246",NA,NA
"Greens Restaurant","San Francisco","CA","94123",37.783502,-122.409236
"Native Foods Cafe","San Diego","CA","92110",32.7484703,-117.2058105
"Native Foods Cafe","Chicago","IL","60615",41.8004036,-87.5882339
"Maoz","New York","NY","10003",40.7361412,-73.9890823
"Plum Pantry","Seattle","WA","98109",47.621376,-122.3509293
"Wild Ginger","New York","NY","11211",40.7189026,-73.9553375
"Pizza Inn","Dayton","TX","77535",30.04631,-94.89269
"Real Food Daily","Los Angeles","CA","90045",33.9406204,-118.4065475
"Little Pine Restaurant","Los Angeles","CA","90039",34.1077003,-118.2667923
"Crossroads Kitchen","Los Angeles","CA","90046",34.0835266,-118.3701553
"The Butcher's Daughter","Venice","CA","90291",33.9916573,-118.4691849
"Veggie Grill","Irvine","CA","92612",33.6504517,-117.8377762
"Veggiegrill","San Jose","CA","95128",37.3210182,-121.9490356
"Domino's Pizza","Marrero","LA","70072",29.85508,-90.10546
"Domino's Pizza","New Orleans","LA","70119",29.976824,-90.09802
"Valentino's","Lincoln","NE","68508",40.815098,-96.70258
"Imo's Pizza","Fenton","MO","63026",38.53278,-90.49365
"Pizza Pro","Mount Pleasant","TX","75455",33.153603,-94.97282
"Delio's Italian Restaurant","Sierra Vista","AZ","85650",31.503199,-110.25733
"Terri's Cafe","Owings Mills","MD","21117",39.43945,-76.77436
"Poker Alice Pizza","Lake City","CO","81235",38.027287,-107.31665
"Pizza Pro","Waverly","TN","37185",36.08545,-87.79909
"Mad Mushroom Pizza","Lafayette","IN","47904",40.437817,-86.863014
"T-splines","Provo","UT","84601",40.23989,-111.65862
"Loop Pizza Grill","Winston Salem","NC","27103",36.091038,-80.28273
"Mellow Mushroom","Lexington","KY","40508",38.043476,-84.503265
"Taco Tico","Medicine Lodge","KS","67104",37.28091,-98.57963
"J. Gumbo's","Delaware","OH","43015",40.29843148,-83.06796142
"Castillos Mexican Food","Mariposa","CA","95338",37.48443,-119.9644013
"Qdoba Mexican Grill","Bel Air","MD","21014",39.52477438,-76.3569653
"Tijuana Flats","Leesburg","FL","34788",28.82299,-81.78686
"Round Table Pizza","Auburn","CA","95603",38.903606,-121.07403
"Cedar Garden","Saint Clair Shores","MI","48080",42.4659825,-82.89811837
"Pizza Ranch","Sanborn","IA","51248",43.18599167,-95.6565353
"Octave Grill","Chesterton","IN","46304",41.61025478,-87.05206355
"Happy + Hale","Raleigh","NC","27601",35.77560783,-78.63936424
"Village Inn","Norfolk","NE","68701",42.01982183,-97.43585638
"Pizza Ranch","Marshalltown","IA","50158",42.01820537,-92.91291181
"Taco John's","Orange City","IA","51041",42.997524,-96.06018
"Pizza Ranch","Primghar","IA","51245",43.0863459,-95.62781347
"Dosa Temple","Ashland","MA","01721",42.255837,-71.428234
"Cafe Paradiso","Fairfield","IA","52556",41.00769,-91.963629
"Bombay Spice Indian Restaurant.","Bridgewater","NJ","08807",40.58849032,-74.61059333
"Tender","San Francisco","CA","94109",37.786286,-122.417309
"My Big Fat Greek Restaurant","Temecula","CA","92591",33.5237336,-117.1585491
"Pizza No. 17","Washington","DC","20036",38.910575,-77.038135
"The Springs - Permanently Closed","Los Angeles","CA","90021",34.037752,-118.232251
"Riverside Hotel","Friendsville","MD","21531",39.663376,-79.408066
"India Palace","Provo","UT","84601",40.23400119,-111.6603287
"Firehouse Subs","Conway","AR","72032",35.11077936,-92.44132513
"Mi Pueblo Real","Washington","IA","52353",41.29644664,-91.70577617
"Fu Rong Ge","Brooklyn","NY","11232",40.646008,-73.998643
"The Office Bistro - Cuyahoga Falls","Cuyahoga Falls","OH","44221",41.130819,-81.483789
"Mountain Mike's Pizza","Folsom","CA","95630",NA,NA
"Nice Cafe","Lawrence","KS","66044",38.96935,-95.235947
"Mithaas Restaurant","Edison","NJ","08820",40.5729,-74.3396
"Santa Fe Grill","Springfield","MO","65804",37.18052,-93.23231
"Logan's Roadhouse","Fort Wayne","IN","46818",NA,NA
"California Pizza Kitchen","Solana Beach","CA","92075",32.997279,-117.273795
"Dotonoco","N Conway","NH","03860",44.052944,-71.126015
"Mellow Mushroom","Chattanooga","TN","37421",35.0416926,-85.15082025
"Tijuana Flats, Jason's Deli","Port Charlotte","FL","33948",27.01077733,-82.15013355
"Fox's Pizza Den","Cartersville","GA","30120",34.153546,-84.818061
"The Little Mustard Seed Cafe and Shoppe","New Baltimore","MI","48047",42.68052,-82.73608
"Wake-n-bakery Glass Emporium","Westbrook","ME","04092",43.752968,-70.36098
"Breadeaux Pizza","Princeton","MO","64673",40.397877,-93.58714
"Das Cafe","Urbana","IL","61801",NA,NA
"Smoothie King","Charlotte","NC","28270",35.139366,-80.737434
"Subway","Socorro","NM","87801",34.065235,-106.892456
"","Columbus","WI","53925",43.340866,-89.01186
"Jnlc Enterprises","Cedar Rapids","IA","52405",41.97509,-91.6773
"Cafe Blackadder","Warrensburg","MO","64093",38.763916,-93.74013
"Straw Hat Pizza","Discovery Bay","CA","94514",37.889611,-121.620234
"Simple Simon's Pizza","Wellsville","KS","66092",38.720081,-95.081949
"Degollado Mexican Restaurant","Norfolk","VA","23518",36.91791,-76.19875
"Planet Smoothie","Succasunna","NJ","07876",40.867719,-74.649822
"Gelsosomo's Pizzeria","Chesterton","IN","46304",41.61684,-87.04633
"","Gaylord","MI","49735",45.038937,-84.6733
"Vegi Garden","Sunnyvale","CA","94087",NA,NA
"Western Sizzlin Steak House","Cleveland","MS","38732",33.727535,-90.716943
"Salmon Dave's Pacific Grille","Rocky River","OH","44116",41.483097,-81.83313
"Ulupalakua Deli","Kula","HI","96790",20.823826,-156.32973
"Acapulco Mexican Restaurant","San Diego","CA","92128",33.018453,-117.073734
"Lenny's Sub Shop","Madison","AL","35758",34.682769,-86.736698
"Ming Wong Gourmet Inc.","Brooklyn","NY","11220",40.640439,-74.0044123
"Marco's Pizza","Paulding","OH","45879",41.151577,-84.58085
"Celadon Thai Kitchen","Los Angeles","CA","90066",33.99235,-118.444
"So It Goes Coffeehouse","Coos Bay","OR","97420",43.367928,-124.21402
"","Danville","CA","94506",37.79826,-121.92179
"Children's Chorus of Maryland - Towson","Towson","MD","21286",39.400233,-76.601034
"Rib Crib","Kansas City","MO","64153",39.251554,-94.664137
"Culinary Visions Catering","Greensboro","NC","27409",36.069405,-79.88109
"Kong Foo Vegetarian Restaurant","Norwich","CT","06360",41.524273,-72.07828
"Rajbhog Cafe (100% Vegetarian Food or 100 Vegetarian Meals)","Cherry Hill","NJ","08003",NA,NA
"Vegetarian Dim Sum House","New York","NY","10013",NA,NA
"Souley Vegan - Oakland","Oakland","CA","94607",37.7968321,-122.2761077
"The Vegan Palace","Berwyn","IL","60402",41.83646016,-87.79101849
"921 Vegetarian Restraunt","Pikesville","MD","21208",39.372308,-76.720801
"Boonpatara Vegan Culver City","Culver City","CA","90230",34.000324,-118.40223
"Macro Vegetarian Inc","Sunnyside","NY","11104",NA,NA
"Woodlands Vegetarian Indian Cuisine","Memphis","TN","38125",35.033624,-89.797115
"Paru's Indian Vegetarian Restaurant","Piscataway","NJ","08854",40.533603,-74.418739
"Au Lac Vegetarian Restaurant","Fountain Valley","CA","92708",NA,NA
"Thien Dang Vegetarian","Garden Grove","CA","92844",NA,NA
"Zenith Vegetarian Cuisine","New York","NY","10036",40.761288,-73.987246
"Grouchy Vegan","Deer Park","NY","11729",NA,NA
"Red Herring Vegetarian Restaurant At Channing-murray Foundation","Urbana","IL","61801",40.10701,-88.22401
"Vegetarian Sandwich Bar","New York City","NY","10029",40.787315,-73.95151
"Sukhadia's Indian Vegetarian Gourmet","Iselin","NJ","08830",NA,NA
"American Vegan Society","Malaga","NJ","08328",NA,NA
"Caribreeze Vegetarian Cafe","Spring Valley","NY","10977",41.113433,-74.044392
"Sweet Lucy's Vegetarian Italian","Miami","FL","33160",NA,NA
"Udapi Indian Veg. & Vegan Cuisine","Scottsdale","AZ","85256",NA,NA
"Soul Vegetarian Central","Cleveland","OH","44125",41.428326,-81.620412
"Samosa Indian Vegetarian","Philadelphia","PA","19107",NA,NA
"Vegedine & Vegan Association","Watkins Glen","NY","14891",NA,NA
"","New York","NY","10007",NA,NA
"Sara's Pockets","Storrs Mansfield","CT","06268",41.795887,-72.25006
"Sabaidee Thai Grille","Sacramento","CA","95829",NA,NA
"Zia Diner","Santa Fe","NM","87501",35.68544038,-105.9457847
"","New York","NY","10036",NA,NA
"Old Town Market","Pagosa Springs","CO","81147",37.26691,-107.01937
"Blue Marble Ice Cream","Brooklyn","NY","11232",NA,NA
"Smoothie King","Miami","FL","33186",25.685776,-80.398799
"Better Life Cuisine","","","90401",NA,NA
"","Honolulu","HI","96826",NA,NA
"Pooja Cuisine of India","Corona","CA","92880",33.89394,-117.56353
"Liquiteria","New York","NY","10003",40.73207799,-73.98485184
"Vinnie's Pizzeria","Brooklyn","NY","11249",40.71883289,-73.95662114
"Frullati Cafe & Bakery","Calumet City","IL","60409",NA,NA
"Cafe Manna","Novato","CA","94945",38.114372,-122.56398
"The Herbivorous Butcher","Minneapolis","MN","55413",44.99034,-93.253642
"Calafia Caf�� & Market A-go-go","Palo Alto","CA","94301",NA,NA
"Dakshin Resturant","Woodbridge Township","NJ","07001",NA,NA
"The Gypsy Den Grand Central Café","","","92701",NA,NA
"Gold Room Grill","Williamsburg","VA","23185",NA,NA
"World Gardens Cafe'","Upland","CA","91786",NA,NA
"East West Market / Indian Foods","Boca Raton","FL","33432",NA,NA
"Fresco Mexican Grill Salsa Bar","Kent","OH","44240",41.152725,-81.358215
"Trails Cafe","","","66436",NA,NA
"Simple Simon's Pizza","Huntington","TX","75949",31.2888053,-94.463004
"Toros Grill","Long Branch","NJ","07740",40.304108,-73.990802
"Kenro's A Taste of Japan","Roseville","CA","95661",38.727505,-121.272064
"Shizen","San Francisco","CA","94103",37.76820066,-122.4216047
"Panchero's Mexican Grill","Voorhees","NJ","08043",39.84838,-74.9774
"Welcome To Espresso Yourself Cafe","Newport","PA","17074",40.477566,-77.13043
"Red Robin","Gaithersburg","MD","20877",39.154859,-77.209694
"Fruitty Lunch","Chicago","IL","60651",NA,NA
"Catch A Healthy Habit Cafe","Fairfield","CT","06824",NA,NA
"Schilling & Co","San Francisco","CA","94111",NA,NA
"Bountiful Basket Distribution Site","Colleyville","TX","76034",NA,NA
"Nature's Corner Natural Market","","","07762",NA,NA
"Puree","Mt. Pleasant","SC","29464",32.79760954,-79.85939747
"Slice of Life","Sebastopol","CA","95472",38.40364724,-122.8244789
"Tender Greens","Culver City","CA","90232",34.02328109,-118.39516
"Bountiful Baskets","Carrollton","TX","75010",NA,NA
"N.y. Dosas","New York","NY","10012",NA,NA
"Natural Cafe","Santa Maria","CA","93454",34.97926,-120.434204
"Jahlookova Natural Organic Health Mart","New York","NY","10035",NA,NA
"Red Robin","Sioux City","IA","51106",42.446576,-96.344429
"Moti Mahal Indian Cuisine","Royal Oak","MI","48067",42.48683874,-83.14641811
"Seasons 52 - North Dallas - Dallas","Dallas","TX","75231",32.8698936,-96.7741379
"Chive Kitchen","Farmington","MI","48336",42.46295,-83.37297
"Mr Jim's Pizza","Plano","TX","75074",33.03,-96.68
"","Bloomington","IN","47406",NA,NA
"Cps","Fort Myers","FL","33908",NA,NA
"Veggie Garden","Orlando","FL","32803",NA,NA
"Dr. Cow Storefront","Brooklyn","NY","11249",NA,NA
"Migulito's Wrap Roll","Springfield","MO","65807",37.14777,-93.29587
"Ariana Restaurant","Huntington","NY","11743",40.871258,-73.42597
"Baskin Robbins","Cleveland","OH","44130",41.37193,-81.8248
"Souen Soho","","","10014",NA,NA
"Freshii","Edina","MN","55435",44.878616,-93.32422
"Koda Sushi & Sake","Los Angeles","CA","90026",34.09067,-118.27818
"Blue Nile Restaurant & Lounge","Minneapolis","MN","55404",NA,NA
"Cafe Gratitude Kansas City","Kansas City","MO","64108",39.08766629,-94.58869531
"Bliss Raw Cafe & Elixir Bar","Dallas","TX","75231",NA,NA
"Maui Brothers Pizza","Houston","TX","77064",29.9048462,-95.5545175
"Phoney Baloney's","","","92620",NA,NA
"The Fresh Factor","Pearland","TX","77581",29.55538,-95.26215
"Vegeherb Foods","W Covina","CA","91790",NA,NA
"Newsroom","Los Angeles","CA","90048",NA,NA
"","S Lake Tahoe","CA","96150",38.925087,-119.986565
"Le Persil Bistro","Stroudsburg","PA","18360",40.98612,-75.19129
"Chow Daddy's","Hilton Head Island","SC","29928",32.150271,-80.756292
"Magic Carpet Foods","Philadelphia","PA","19145",39.92872,-75.19389
"Real Food Daily","W Hollywood","CA","90048",34.0785695,-118.376365
"Holyoke Hummus Company","Holyoke","MA","01040",42.20402,-72.6042
"Man'oushee","Santa Clarita","CA","91351",NA,NA
"Triskele's","","","53204",NA,NA
"Jason's Deli","Houston","TX","77024",29.78,-95.55
"Brooklyn Bowl","Brooklyn","NY","11211",40.721877,-73.957677
"Ruggles Green","","","77024",NA,NA
"Caravan of Dreams","Manhattan","NY","10009",40.726406,-73.985642
"Gyro Paradise-mediterranean Grill","Saint Joseph","MO","64506",39.77798,-94.80208
"","Santa Cruz","CA","95062",36.980442,-122.00917
"Smoothie King","Smyrna","TN","37167",35.97861,-86.56226
"Roxanne Cafe","San Luis Obispo","CA","93401",35.274742,-120.66894
"Adams Produce Corporate Office","Birmingham","AL","35209",NA,NA
"Baskin-robbins","Detroit","MI","48223",42.407581,-83.235399
"Vitamin Cottage","Glenwood Springs","CO","81601",39.55615583,-107.3442798
"Pulse Caf�� - Organic Boba","Santa Monica","CA","90403",NA,NA
"Abuelos Mexican Restaurant","Lubbock","TX","79424",33.519739,-101.9073447
"Cafe Pasqual's","Santa Fe","NM","87501",35.68656053,-105.9397552
"Tipsy Teapot","Greenville","NC","27858",NA,NA
"Kitchen 17","Chicago","IL","60657",NA,NA
"Veggies Natural Juice Bar & Cafe","Brooklyn","NY","11216",NA,NA
"On Centre","Jamaica Plain","MA","02130",42.312454,-71.11413
"Souplantation","Los Angeles","CA","90039",34.12657301,-118.2637143
"All Chay","Salt Lake City","UT","84116",40.780457,-111.92755
"House of India","Saint Louis","MO","63124",38.6608,-90.35615
"Texadelphia Cheesesteak","Houston","TX","77065",29.920393,-95.607746
